Region,TotalOwner,TotalRenter,MarriedOwner,MarriedRenter,MaleOwner,MaleRenter,FemaleOwner,FemaleRenter,NonfamilyOwner,NonfamilyRenter
"Shreveport-Bossier City, LA",62.9,37.1,81.7,18.3,62.7,37.3,41.5,58.5,52.3,47.7
"Sidney, OH",70.6,29.4,86,14,51.7,48.3,32,68,58.3,41.7
"Sierra Vista-Douglas, AZ",69.1,30.9,80.1,19.9,62,38,50.1,49.9,61.3,38.7
"Sikeston, MO",66.2,33.8,84.2,15.8,44.7,55.3,40,60,56.2,43.8
"Silver City, NM",66.4,33.6,87,13,52.8,47.2,40.9,59.1,55.6,44.4
"Sioux City, IA-NE-SD",67.7,32.3,84.6,15.4,50.5,49.5,46.7,53.3,54,46
"Sioux Falls, SD",66.2,33.8,86.2,13.8,59.4,40.6,44.8,55.2,45,55
"Snyder, TX",78.5,21.5,86.5,13.5,85.1,14.9,63.8,36.2,68.7,31.3
"Somerset, KY",70.4,29.6,81.9,18.1,53.9,46.1,52.5,47.5,63.2,36.8
"Somerset, PA",79.8,20.2,90.7,9.3,78.7,21.3,53.1,46.9,68.7,31.3
"Sonora, CA",73.6,26.4,87.4,12.6,64.3,35.7,53.3,46.7,63.4,36.6
"South Bend-Mishawaka, IN-MI",70.2,29.8,87.7,12.3,65.1,34.9,49.7,50.3,56.1,43.9
"Spartanburg, SC",71.3,28.7,85.3,14.7,62.4,37.7,51.5,48.5,60,40
"Spearfish, SD",64.3,35.7,84.8,15.2,75.6,24.4,57.5,42.5,44.7,55.3
"Spencer, IA",67.5,32.5,86.4,13.6,61.3,38.7,28.8,71.2,54.6,45.4
"Spirit Lake, IA",77.9,22.1,92.2,7.8,89.4,10.6,69.1,30.9,61.9,38.1
"Spokane-Spokane Valley, WA",64.4,35.6,81.7,18.3,58.3,41.7,48.9,51.1,47,53
"Springfield, IL",70.5,29.5,89.1,10.9,64.4,35.6,48.9,51.1,58.2,41.8
"Springfield, MA",63.9,36.1,84.9,15.1,60.5,39.5,44.1,55.9,48.5,51.5
"Springfield, MO",62.4,37.6,80.9,19.1,46.8,53.2,42.9,57.1,44.8,55.2
"Springfield, OH",67.1,32.9,84.6,15.4,57.3,42.7,42,58,56.6,43.4
"Starkville, MS",54.4,45.6,81.4,18.6,48.8,51.2,48,52,34.8,65.2
"State College, PA",62.5,37.5,85.9,14.1,66.8,33.2,56.8,43.2,37.6,62.4
"Statesboro, GA",54.3,45.7,75.4,24.6,61.9,38.1,39,61,36.4,63.6
"Staunton, VA",71.3,28.7,83.9,16.1,76.1,23.9,53.9,46.1,59.1,40.9
"Steamboat Springs, CO",74.6,25.4,84.9,15.1,61.2,38.8,77.8,22.2,60.2,39.8
"Stephenville, TX",64.9,35.1,82.4,17.6,43,57,57.7,42.3,41.9,58.1
"Sterling, CO",66.5,33.5,84.7,15.3,48,52,66.5,33.5,47.2,52.8
"Sterling, IL",74.3,25.7,89,11,72.4,27.6,54.9,45.1,61.5,38.5
"Stevens Point, WI",68.9,31.1,91.3,8.7,51.2,48.8,62.9,37.1,45.1,54.9
"Stillwater, OK",51.7,48.3,75.5,24.5,55.9,44.1,44.8,55.2,31.6,68.4
"Stockton, CA",57.7,42.3,68.9,31.1,43.9,56.1,38.5,61.5,50.3,49.7
"Storm Lake, IA",64.5,35.5,82.3,17.7,39.7,60.3,48.3,51.7,49.1,50.9
"Sturgis, MI",74.1,25.9,85.6,14.4,65.2,34.8,56.5,43.5,64,36
"Sulphur Springs, TX",69.2,30.8,80.2,19.8,50.3,49.7,54.1,45.9,57.6,42.4
"Summerville, GA",68.8,31.2,81.9,18.1,50.3,49.7,50.7,49.3,59.9,40.1
"Sumter, SC",67.5,32.5,82.2,17.8,51.8,48.2,53.5,46.5,58.9,41.1
"Sunbury, PA",71.2,28.8,87,13,57.4,42.6,48.8,51.2,58.9,41.1
"Susanville, CA",68.6,31.4,78.9,21.1,72.8,27.2,48.6,51.4,59.2,40.8
"Sweetwater, TX",67.9,32.1,78.9,21.1,44.9,55.1,51.3,48.7,61.7,38.3
"Syracuse, NY",67.8,32.2,87.6,12.4,61.1,38.9,47.6,52.4,52.1,47.9
"Tahlequah, OK",67.3,32.7,82.7,17.3,58.2,41.8,58.5,41.5,51.3,48.7
"Talladega-Sylacauga, AL",71.5,28.5,87.4,12.6,74.7,25.3,48.5,51.5,61.5,38.5
"Tallahassee, FL",58.2,41.8,82.5,17.5,52.3,47.7,44.1,55.9,41.3,58.7
"Tampa-St. Petersburg-Clearwater, FL",65.8,34.2,80.2,19.8,55.1,44.9,49.2,50.8,55.5,44.5
"Taos, NM",76.9,23.1,89.3,10.7,76.4,23.6,63,37,71.3,28.7
"Taylorville, IL",73.9,26.1,87.2,12.8,67.5,32.5,52.1,47.9,65,35
"Terre Haute, IN",69.2,30.8,86,14,58.2,41.8,50.3,49.7,55.3,44.7
"Texarkana, TX-AR",65.8,34.2,83.4,16.6,50.3,49.7,40.6,59.4,56.7,43.3
"The Dalles, OR",64.3,35.7,77.5,22.5,49.6,50.4,49.6,50.4,54.6,45.4
"The Villages, FL",88.6,11.4,94.9,5.1,74.2,25.8,57.2,42.8,82.3,17.7
"Thomaston, GA",65.2,34.8,84.2,15.8,26.9,73.1,38.5,61.5,60.2,39.8
"Thomasville, GA",62.3,37.7,84.7,15.3,32.7,67.3,35.4,64.6,50.4,49.6
"Tiffin, OH",73.3,26.7,88.6,11.4,64.9,35.1,46.6,53.4,62.4,37.6
"Tifton, GA",61.6,38.4,81.7,18.3,50.2,49.8,44,56,45.3,54.7
"Toccoa, GA",72.9,27.1,86.7,13.3,81.7,18.3,49,51,58.9,41.1
"Toledo, OH",63.5,36.5,85.7,14.3,55.3,44.7,41.9,58.1,48.8,51.2
"Topeka, KS",69.4,30.6,84.3,15.7,60.2,39.8,53.4,46.6,54.9,45.1
"Torrington, CT",76.1,23.9,90.7,9.3,64.5,35.5,64.6,35.4,59,41
"Traverse City, MI",81,19,91.6,8.4,78.9,21.1,65.2,34.8,69,31
"Trenton-Princeton, NJ",63.5,36.5,79.7,20.3,61.2,38.8,47.8,52.2,46.3,53.7
"Troy, AL",63.5,36.5,87.7,12.3,91.6,8.4,45.3,54.7,48.5,51.5
"Truckee-Grass Valley, CA",74.8,25.2,87.5,12.5,56.4,43.6,58.9,41.1,62.6,37.4
"Tucson, AZ",64,36,82.2,17.8,54,46,50.2,49.8,49.7,50.3
"Tullahoma-Manchester, TN",70.5,29.5,85,15,54.8,45.2,56.8,43.2,54.8,45.2
"Tulsa, OK",65.3,34.7,81.8,18.2,57.2,42.8,44.4,55.6,50.7,49.3
"Tupelo, MS",72.4,27.6,86.2,13.8,64.9,35.1,52.7,47.3,60.3,39.7
"Tuscaloosa, AL",65,35,85.2,14.8,59.5,40.5,48.6,51.4,47.2,52.8
"Twin Falls, ID",69.3,30.7,81.5,18.5,56.2,43.8,54.4,45.6,53.5,46.5
"Tyler, TX",67.2,32.8,80.9,19.1,58.4,41.6,47.6,52.4,52,48
"Ukiah, CA",60.3,39.7,71.9,28.1,42.5,57.5,40.9,59.1,56.6,43.4
"Union, SC",66.8,33.2,82.5,17.5,47.5,52.5,42.8,57.2,60.5,39.5
"Union City, TN",64.2,35.8,82.8,17.2,26.2,73.8,43.5,56.5,51.8,48.2
"Urbana, OH",73.1,26.9,85.7,14.3,68,32,45.9,54.1,61.5,38.5
"Urban Honolulu, HI",57.5,42.5,64.8,35.2,58,42,54.8,45.2,46.2,53.8
"Utica-Rome, NY",69.9,30.1,86.7,13.3,64,36,51.8,48.2,55.7,44.3
"Uvalde, TX",69.3,30.7,87.1,12.9,50.5,49.5,50.2,49.8,57.1,42.9
"Valdosta, GA",55.8,44.2,72.7,27.3,49.4,50.6,36.8,63.2,44.1,55.9
"Vallejo, CA",62.1,37.9,73.8,26.2,50.6,49.4,43.1,56.9,52.3,47.7
"Van Wert, OH",77.7,22.3,89.8,10.2,52.5,47.5,54.8,45.2,67.6,32.4
"Vermillion, SD",53.8,46.2,84.2,15.8,36.8,63.2,34.1,65.9,32.9,67.1
"Vernal, UT",76.7,23.3,85.6,14.4,46.6,53.4,57.7,42.3,68.3,31.7
"Vernon, TX",59.4,40.6,68.1,31.9,91,9,41.2,58.8,53.5,46.5
"Vicksburg, MS",65.9,34.1,87,13,54.2,45.8,41.7,58.3,55.8,44.2
"Victoria, TX",68.3,31.7,82.6,17.4,50.5,49.5,50.1,49.9,56,44
"Vidalia, GA",65.7,34.3,80.8,19.2,54,46,41.1,58.9,56.2,43.8
"Vincennes, IN",62.9,37.1,80.9,19.1,41.6,58.4,35.5,64.5,51.4,48.6
"Vineland-Bridgeton, NJ",66.3,33.7,84.6,15.4,48.8,51.2,46.3,53.7,57.1,42.9
"Vineyard Haven, MA",72.5,27.5,83,17,73.1,26.9,54.6,45.4,64,36
"Virginia Beach-Norfolk-Newport News, VA-NC",62.3,37.7,78.8,21.2,52.5,47.5,41.5,58.5,49.5,50.5
"Visalia, CA",57.1,42.9,67.2,32.8,45.1,54.9,37.6,62.4,52.5,47.5
"Wabash, IN",76,24,88.5,11.5,63.4,36.6,60.1,39.9,62.1,37.9
"Waco, TX",60.2,39.8,79.2,20.8,55.6,44.4,45.6,54.4,42.2,57.8
"Wahpeton, ND-MN",73,27,93,7,56,44,55.9,44.1,53.9,46.1
"Walla Walla, WA",64,36,81.3,18.7,49.1,50.9,53.1,46.9,43.5,56.5
"Wapakoneta, OH",75.9,24.1,89.4,10.6,59,41,48,52,63.1,36.9
"Warner Robins, GA",66,34,81.9,18.1,51,49,43.5,56.5,53.4,46.6
"Warren, PA",77.6,22.4,91,9,66.2,33.8,68.1,31.9,61.7,38.3
"Warrensburg, MO",62.4,37.6,78.4,21.6,56.6,43.4,43.6,56.4,45.6,54.4
"Warsaw, IN",74.7,25.3,88.4,11.6,56,44,54.3,45.7,62.6,37.4
"Washington, IN",70.3,29.7,88.7,11.3,73.9,26.1,39.4,60.6,44.5,55.5
"Washington, NC",72.2,27.8,87.4,12.6,59.6,40.4,51.6,48.4,61.1,38.9
"Washington-Arlington-Alexandria, DC-VA-MD-WV",63.9,36.1,78.9,21.1,55.2,44.8,50.9,49.1,48,52
"Washington Court House, OH",64.7,35.3,79.5,20.5,55,45,43.6,56.4,53.9,46.1
"Waterloo-Cedar Falls, IA",69.3,30.7,88.2,11.8,54.8,45.2,46.7,53.3,53.4,46.6
"Watertown, SD",68,32,88.2,11.8,74.4,25.6,39.9,60.1,46.7,53.3
"Watertown-Fort Atkinson, WI",71.2,28.8,85.5,14.5,51.3,48.7,45.5,54.5,58.2,41.8
"Watertown-Fort Drum, NY",55.7,44.3,67.5,32.5,56.5,43.5,39.9,60.1,43,57
"Wauchula, FL",67,33,74.9,25.1,58.4,41.6,48,52,62.1,37.9
"Wausau-Weston, WI",72.3,27.7,87.5,12.5,59,41,53.7,46.3,54.7,45.3
"Waycross, GA",67.9,32.1,87.6,12.4,74.5,25.5,42.5,57.5,54.4,45.6
"Weatherford, OK",64.1,35.9,84.4,15.6,40.9,59.1,46.6,53.4,47.6,52.4
"Weirton-Steubenville, WV-OH",71,29,87.9,12.1,72.7,27.3,48.3,51.7,57.6,42.4
"Wenatchee, WA",65.1,34.9,78.5,21.5,49.5,50.5,47.7,52.3,51.2,48.8
"West Plains, MO",68.2,31.8,82.4,17.6,48.4,51.6,55.8,44.2,52.3,47.7
"West Point, MS",70.1,29.9,87.1,12.9,86.6,13.4,39.1,60.9,64.2,35.8
"Wheeling, WV-OH",74.5,25.5,88.9,11.1,68.3,31.7,60.2,39.8,61.4,38.6
"Whitewater, WI",68.7,31.3,84.1,15.9,62.5,37.5,52.9,47.1,50.7,49.3
"Wichita, KS",64.3,35.7,82.5,17.5,56.5,43.5,44.1,55.9,46.9,53.1
"Wichita Falls, TX",63.9,36.1,80.3,19.7,63.1,36.9,43.5,56.5,49.6,50.4
"Williamsport, PA",68.6,31.4,86.9,13.1,52.9,47.1,42.5,57.5,53.3,46.7
"Williston, ND",53,47,64.9,35.1,45.3,54.7,67.2,32.8,38.7,61.3
"Willmar, MN",73.8,26.2,87.2,12.8,77,23,51,49,58,42
"Wilmington, NC",62.6,37.4,82.4,17.6,49.3,50.7,48,52,46.3,53.7
"Wilmington, OH",67,33,80.3,19.7,56.2,43.8,44.2,55.8,56.4,43.6
"Wilson, NC",60.4,39.6,78.5,21.5,42.4,57.6,37.1,62.9,51.1,48.9
"Winchester, VA-WV",71.4,28.6,84,16,63.2,36.8,57.6,42.4,57.2,42.8
"Winfield, KS",68.4,31.6,83.6,16.4,66.4,33.6,49.4,50.6,54.9,45.1
"Winnemucca, NV",68.8,31.2,86.1,13.9,43.1,56.9,39.7,60.3,51.6,48.4
"Winona, MN",72,28,94.5,5.5,68.1,31.9,62.7,37.3,49.2,50.8
"Winston-Salem, NC",67.9,32.1,83.4,16.6,59.7,40.3,46.2,53.8,55.2,44.8
"Wisconsin Rapids-Marshfield, WI",71.4,28.6,88.3,11.7,70.4,29.6,45.7,54.3,57.2,42.8
"Woodward, OK",71.4,28.6,87.4,12.6,46.1,53.9,35.3,64.7,62.7,37.3
"Wooster, OH",74.4,25.6,87.6,12.4,58.3,41.7,55.3,44.7,58.4,41.6
"Worcester, MA-CT",66,34,84.5,15.5,60.1,39.9,46.2,53.8,47.6,52.4
"Worthington, MN",72.3,27.7,87,13,54,46,49.4,50.6,60.8,39.2
"Yakima, WA",62.3,37.7,77.1,22.9,49.1,50.9,43.2,56.8,49.3,50.7
"Yankton, SD",69.4,30.6,86.7,13.3,68.9,31.1,38.9,61.1,51.6,48.4
"Yauco, PR",72.6,27.4,84.5,15.5,65.6,34.4,59,41,69.8,30.2
"York-Hanover, PA",74.8,25.2,88.6,11.4,68.5,31.5,52.6,47.4,60.7,39.3
"Youngstown-Warren-Boardman, OH-PA",70.3,29.7,87.7,12.3,63.8,36.2,49.4,50.6,59,41
"Yuba City, CA",59.9,40.1,70,30,50.3,49.7,43.9,56.1,51.5,48.5
"Yuma, AZ",68.6,31.4,76.6,23.4,63.3,36.7,50.5,49.5,63.6,36.4
"Zanesville, OH",69.8,30.2,86.4,13.6,71.9,28.1,45.8,54.2,57.5,42.5
"Zapata, TX",70.1,29.9,81.7,18.3,95.9,4.1,62.4,37.6,50,50
United States,64.4,35.6,80.2,19.8,55.2,44.8,47.1,52.9,49.9,50.1
